"AnimalID","Name","DateTime","OutcomeType","OutcomeSubtype","AnimalType","SexuponOutcome","AgeuponOutcome","Breed","Color"
1604,0.289927831816756,0.0138920912156951,3,17,0,0.8,0.136363636363636,0.464104423495286,0.457534246575342
11614,0.696736743018513,0.557748420612419,1,8,1,0.6,0.5,0.773023930384336,0.235616438356164
10239,0,0.324462578889873,5,14,0,0.4,0.590909090909091,0.464104423495286,0.115068493150685
3502,0,0.0517274278363384,5,14,1,0.6,0.5,0.662799129804206,0.750684931506849
5373,0.542359585817383,0.144673969561906,1,1,1,0.8,0.75,0.0326323422770123,0.684931506849315
7574,0,0.244923936566897,1,13,1,0.8,0.136363636363636,0.263959390862944,0.871232876712329
4031,0,0.0747666895114036,5,16,0,1,0.5,0.464104423495286,0.0136986301369863
3172,0,0.0392258973449751,1,1,1,0.8,0.5,0.710659898477157,0.720547945205479
10789,0.776906181361782,0.979018354765513,1,8,1,0.6,0.704545454545455,0.773023930384336,0.241095890410959
19749,0.816284907436461,0.704438663471584,4,1,1,0.6,0.5,0.989847715736041,0.0904109589041096
12615,0.733919046124882,0.899045609437686,4,1,1,0.6,0.136363636363636,0.554024655547498,0.926027397260274
7689,0,0.245327032214259,5,14,0,0.4,0.590909090909091,0.464104423495286,0.284931506849315
8661,0,0.285238271665795,5,14,1,0.2,0.477272727272727,0.773023930384336,0.356164383561644
8174,0.186068402886727,0.261130448748018,5,14,0,0.2,0.5,0.0522117476432197,0.871232876712329
10880,0.491841857546282,0.34613990201675,4,1,1,0.6,0.136363636363636,0.493836113125453,0.0136986301369863
20049,0.415437715720113,0.782189214846005,1,1,1,0.8,0.5,0.804205946337926,0.268493150684932
2970,0.745685597740822,0.0312943743112789,1,1,1,0.6,0.159090909090909,0.504713560551124,0.356164383561644
23470,0.670693442108566,0.83835387504512,5,14,0,0.2,0.0681818181818182,0.464104423495286,0.591780821917808
26024,0.651866959523062,0.957554902899267,1,1,1,0.8,0.840909090909091,0.0398839738941262,0.452054794520548
16986,0.182459993724506,0.618731147129116,1,1,1,0.8,0.795454545454545,0.326323422770123,0.967123287671233
24635,0.224192030122372,0.894371449061272,1,1,0,0.8,0.454545454545455,0.464104423495286,0.46027397260274
21637,0.41998744901161,0.763877382597399,4,1,0,0.6,0.909090909090909,0.875271936185642,0.112328767123288
25904,0,0.941356341322631,3,17,0,0.8,0.613636363636364,0.464104423495286,0.380821917808219
21053,0.637747097583935,0.746747805235632,5,14,1,0.4,0.659090909090909,0.614213197969543,0.104109589041096
3402,0.429557577659241,0.043738660450354,4,1,1,0.6,0.795454545454545,0.391588107324148,0.312328767123288
17329,0.242547850643238,0.638012158064378,5,14,1,0.6,0.613636363636364,0.326323422770123,0.241095890410959
1623,0.725290241606527,0.0264206537623055,4,1,1,0.6,0.613636363636364,0.773023930384336,0.356164383561644
9722,0,0.31389463540913,5,14,0,0.4,0.454545454545455,0.464104423495286,0.235616438356164
18741,0.592406652023847,0.776924324556396,5,14,0,0.6,0.659090909090909,0.464104423495286,0.104109589041096
16414,0.714308126764983,0.630065528882161,1,1,0,0.8,0.909090909090909,0.464104423495286,0.172602739726027
11724,0.173046752431754,0.377732423996196,4,1,1,0.6,0.25,0.12037708484409,0.841095890410959
10731,0.227643551929714,0.352707896381362,4,1,0,0.8,1,0.464104423495286,0.876712328767123
18328,0,0.665286706748314,5,14,0,0.2,0.590909090909091,0.464104423495286,0.0136986301369863
3084,0,0.0335404200781385,3,2,1,0.4,0.863636363636364,0.791153009427121,0.452054794520548
10542,0,0.343441466854725,5,16,0,0.2,0.136363636363636,0.464104423495286,0.810958904109589
22226,0.153906495136492,0.856826309504312,1,1,0,0.8,0.568181818181818,0.464104423495286,0.284931506849315
18233,0.33197364292438,0.67560738642959,1,1,1,0.6,0.5,0.169688179840464,0.558904109589041
13726,0.0760903671164104,0.473199307343337,1,1,0,0.8,0.454545454545455,0.464104423495286,0.602739726027397
23557,0,0.839465369552047,5,14,0,0.4,0.113636363636364,0.464104423495286,0.0136986301369863
21216,0.0605585189833699,0.783310250078313,1,1,0,0.8,0.454545454545455,0.464104423495286,0.380821917808219
10248,0,0.332344808175766,5,14,1,0.4,0.136363636363636,0.326323422770123,0.750684931506849
